,Facility,Year,Media Type,Chemical,Releases (lb),Parent_Company
6086,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,Xylene (mixed isomers),121.0,TESORO CORP
6087,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,Ethylbenzene,38.0,TESORO CORP
6088,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,"Trimethylbenzene, 1,2,4-",12.0,TESORO CORP
6089,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,Naphthalene,2.0,TESORO CORP
6090,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,Ammonia,0.0,TESORO CORP
6091,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,"Benzo(g,h,i)perylene",0.0,TESORO CORP
6092,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,Cumene,0.0,TESORO CORP
6093,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,Lead and lead compounds,0.0,TESORO CORP
6094,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,Mercury and mercury compounds,0.0,TESORO CORP
6095,KENAI PIPE LINE COMPANY-KPL FACILITY - 99611KNPPLMILE2,2015,Air,Polycyclic aromatic compounds,0.0,TESORO CORP
6136,VIGOR ALASKA - 99901LSKSH381TN,2011,Air,Xylene (mixed isomers),9362.0,VIGOR MARINE
6137,VIGOR ALASKA - 99901LSKSH381TN,2012,Air,Xylene (mixed isomers),1534.0,VIGOR MARINE
6138,VIGOR ALASKA - 99901LSKSH381TN,2014,Air,Xylene (mixed isomers),8043.3146,VIGOR MARINE
6141,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,Xylene (mixed isomers),1880.0,NA
6142,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,Benzene,610.1,NA
6143,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,"Hexane, n-",448.0,NA
6144,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,"Trimethylbenzene, 1,2,4-",348.9,NA
6145,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,Toluene,311.0,NA
6146,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,Ethylbenzene,264.3,NA
6147,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,Lead and lead compounds,231.0,NA
6148,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,Cyclohexane,181.6,NA
6149,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2015,Air,Naphthalene,33.1,NA
6168,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,Xylene (mixed isomers),1876.0,NA
6169,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,Benzene,611.2,NA
6170,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,"Hexane, n-",452.0,NA
6171,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,"Trimethylbenzene, 1,2,4-",348.2,NA
6172,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,Toluene,314.0,NA
6173,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,Ethylbenzene,264.4,NA
6174,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,Lead and lead compounds,231.0,NA
6175,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,Cyclohexane,183.6,NA
6176,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2016,Air,Naphthalene,33.0,NA
6195,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,Xylene (mixed isomers),1879.0,NA
6196,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,Benzene,611.8,NA
6197,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,"Hexane, n-",454.0,NA
6198,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,"Trimethylbenzene, 1,2,4-",348.5,NA
6199,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,Toluene,315.0,NA
6200,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,Ethylbenzene,264.4,NA
6201,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,Lead and lead compounds,231.0,NA
6202,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,Cyclohexane,183.6,NA
6203,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2017,Air,Naphthalene,33.0,NA
6222,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,Xylene (mixed isomers),1883.0,NA
6223,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,Benzene,611.3,NA
6224,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,"Hexane, n-",453.0,NA
6225,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,"Trimethylbenzene, 1,2,4-",349.4,NA
6226,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,Toluene,315.0,NA
6227,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,Ethylbenzene,264.4,NA
6228,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,Lead and lead compounds,231.0,NA
6229,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,Cyclohexane,183.6,NA
6230,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2018,Air,Naphthalene,33.1,NA
6249,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,Xylene (mixed isomers),1883.0,NA
6250,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,Benzene,609.7,NA
6251,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,"Hexane, n-",450.0,NA
6252,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,"Trimethylbenzene, 1,2,4-",349.4,NA
6253,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,Toluene,313.0,NA
6254,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,Ethylbenzene,264.1,NA
6255,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,Lead and lead compounds,189.0,NA
6256,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,Cyclohexane,182.6,NA
6257,DELTA WESTERN LLC DUTCH HARBOR BULK FACILITY - 9969WDTCHH1577E,2019,Air,Naphthalene,33.1,NA
6276,TRIDENT SEAFOODS - 99661TRDNT229MA,2007,Air,Ammonia,6750.0,NA
6278,TRIDENT SEAFOODS - 99661TRDNT229MA,2008,Air,Ammonia,14850.0,NA
6279,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2007,Air,Zinc and zinc compounds,5581.0,NA
6280,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2007,Air,Lead and lead compounds,1593.01,NA
6281,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2007,Air,Cadmium and cadmium compounds,33.37,NA
6282,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2007,Air,Mercury and mercury compounds,1.65,NA
6288,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2008,Air,Zinc and zinc compounds,5308.0,NA
6289,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2008,Air,Lead and lead compounds,1647.0,NA
6290,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2008,Air,Cadmium and cadmium compounds,34.3,NA
6291,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2008,Air,Mercury and mercury compounds,1.52,NA
6297,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2009,Air,Zinc and zinc compounds,5418.0,NA
6298,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2009,Air,Lead and lead compounds,1447.0,NA
6299,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2009,Air,Cadmium and cadmium compounds,34.2,NA
6300,DELONG MOUNTAIN TRANSPORTATION FACILITY PORT SITE - 99752RDDGP13MIL,2009,Air,Mercury and mercury compounds,1.35,NA
6306,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,"Hexane, n-",930.0,CROWLEY FUELS LLC
6307,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,Toluene,390.0,CROWLEY FUELS LLC
6308,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,Benzene,211.0,CROWLEY FUELS LLC
6309,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,Xylene (mixed isomers),167.0,CROWLEY FUELS LLC
6310,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,Cyclohexane,139.5,CROWLEY FUELS LLC
6311,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,Ethylbenzene,26.0,CROWLEY FUELS LLC
6312,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,"Trimethylbenzene, 1,2,4-",19.9,CROWLEY FUELS LLC
6313,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,Naphthalene,1.61,CROWLEY FUELS LLC
6314,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2014,Air,Cumene,1.0,CROWLEY FUELS LLC
6324,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,"Hexane, n-",1041.0,CROWLEY FUELS LLC
6325,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,Toluene,432.0,CROWLEY FUELS LLC
6326,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,Benzene,223.0,CROWLEY FUELS LLC
6327,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,Xylene (mixed isomers),177.0,CROWLEY FUELS LLC
6328,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,Cyclohexane,150.5,CROWLEY FUELS LLC
6329,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,Ethylbenzene,27.0,CROWLEY FUELS LLC
6330,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,"Trimethylbenzene, 1,2,4-",19.9,CROWLEY FUELS LLC
6331,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,Naphthalene,1.52,CROWLEY FUELS LLC
6332,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2015,Air,Cumene,1.2,CROWLEY FUELS LLC
6342,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,"Hexane, n-",980.0,CROWLEY FUELS LLC
6343,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,Toluene,406.0,CROWLEY FUELS LLC
6344,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,Benzene,218.0,CROWLEY FUELS LLC
6345,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,Xylene (mixed isomers),169.0,CROWLEY FUELS LLC
6346,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,Cyclohexane,141.5,CROWLEY FUELS LLC
6347,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,Ethylbenzene,26.0,CROWLEY FUELS LLC
6348,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,"Trimethylbenzene, 1,2,4-",17.9,CROWLEY FUELS LLC
6349,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,Naphthalene,1.29,CROWLEY FUELS LLC
6350,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,Cumene,1.1,CROWLEY FUELS LLC
6351,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2016,Air,Lead and lead compounds,0.08,CROWLEY FUELS LLC
6362,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,"Hexane, n-",1419.0,CROWLEY FUELS LLC
6363,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,Toluene,587.0,CROWLEY FUELS LLC
6364,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,Benzene,296.0,CROWLEY FUELS LLC
6365,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,Xylene (mixed isomers),231.0,CROWLEY FUELS LLC
6366,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,Cyclohexane,202.5,CROWLEY FUELS LLC
6367,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,Ethylbenzene,36.0,CROWLEY FUELS LLC
6368,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,"Trimethylbenzene, 1,2,4-",21.9,CROWLEY FUELS LLC
6369,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,Cumene,1.6,CROWLEY FUELS LLC
6370,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,Naphthalene,1.59,CROWLEY FUELS LLC
6371,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2017,Air,Lead and lead compounds,0.09,CROWLEY FUELS LLC
6382,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,"Hexane, n-",810.0,CROWLEY FUELS LLC
6383,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,Toluene,488.0,CROWLEY FUELS LLC
6384,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,Benzene,289.0,CROWLEY FUELS LLC
6385,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,Cyclohexane,175.6,CROWLEY FUELS LLC
6386,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,Xylene (mixed isomers),158.0,CROWLEY FUELS LLC
6387,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,Ethylbenzene,31.5,CROWLEY FUELS LLC
6388,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,"Trimethylbenzene, 1,2,4-",17.4,CROWLEY FUELS LLC
6389,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,Naphthalene,1.24,CROWLEY FUELS LLC
6390,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2018,Air,Lead and lead compounds,0.1,CROWLEY FUELS LLC
6400,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,"Hexane, n-",4714.6,CROWLEY FUELS LLC
6401,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,Toluene,1126.0,CROWLEY FUELS LLC
6402,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,Benzene,567.0,CROWLEY FUELS LLC
6403,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,Xylene (mixed isomers),508.0,CROWLEY FUELS LLC
6404,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,Cyclohexane,433.8,CROWLEY FUELS LLC
6405,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,Ethylbenzene,76.6,CROWLEY FUELS LLC
6406,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,"Trimethylbenzene, 1,2,4-",24.0,CROWLEY FUELS LLC
6407,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,Cumene,7.7,CROWLEY FUELS LLC
6408,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,Naphthalene,4.300000000000001,CROWLEY FUELS LLC
6409,CROWLEY JUNEAU BULK FUEL STORAGE FACILITY - 9980WCRWLY176JA,2019,Air,Lead and lead compounds,0.09,CROWLEY FUELS LLC
6420,UNISEA INC - 99692NSNCXPOUCH,2007,Air,Ammonia,3.0,NIPPON SUISAN USA
6422,UNISEA INC - 99692NSNCXPOUCH,2009,Air,Ammonia,250.0,NIPPON SUISAN USA
6424,UNISEA INC - 99692NSNCXPOUCH,2013,Air,Ammonia,3381.67,NIPPON SUISAN USA
6425,UNISEA INC - 99692NSNCXPOUCH,2015,Air,Ammonia,1852.0,NIPPON SUISAN USA
6426,UNISEA INC - 99692NSNCXPOUCH,2016,Air,Ammonia,3406.0,NIPPON SUISAN USA
6427,UNISEA INC - 99692NSNCXPOUCH,2018,Air,Ammonia,4545.0,NIPPON SUISAN USA
6429,UNISEA INC - 99692NSNCXPOUCH,2019,Air,Ammonia,1974.0,NIPPON SUISAN USA
6430,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2007,Air,Methanol,903.0,UNIVAR SOLUTIONS USA INC
6431,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2007,Air,Ethylene glycol,42.0,UNIVAR SOLUTIONS USA INC
6432,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2008,Air,Methanol,768.0,UNIVAR SOLUTIONS USA INC
6433,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2008,Air,Ethylene glycol,52.0,UNIVAR SOLUTIONS USA INC
6434,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2009,Air,Methanol,985.0,UNIVAR SOLUTIONS USA INC
6435,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2009,Air,Ethylene glycol,32.0,UNIVAR SOLUTIONS USA INC
6436,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2010,Air,Methanol,690.0,UNIVAR SOLUTIONS USA INC
6437,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2010,Air,Xylene (mixed isomers),79.0,UNIVAR SOLUTIONS USA INC
6438,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2010,Air,Ethylene glycol,52.0,UNIVAR SOLUTIONS USA INC
6439,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2010,Air,Naphthalene,8.0,UNIVAR SOLUTIONS USA INC
6440,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2011,Air,Methanol,1722.0,UNIVAR SOLUTIONS USA INC
6441,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2011,Air,Xylene (mixed isomers),66.0,UNIVAR SOLUTIONS USA INC
6442,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2011,Air,Ethylene glycol,47.0,UNIVAR SOLUTIONS USA INC
6445,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2012,Air,Methanol,1047.0,UNIVAR SOLUTIONS USA INC
6446,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2012,Air,Ethylene glycol,42.0,UNIVAR SOLUTIONS USA INC
6447,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2013,Air,Methanol,947.0,UNIVAR SOLUTIONS USA INC
6448,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2013,Air,Ethylene glycol,46.0,UNIVAR SOLUTIONS USA INC
6449,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2014,Air,Methanol,1485.0797,UNIVAR SOLUTIONS USA INC
6450,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2014,Air,Xylene (mixed isomers),201.5081,UNIVAR SOLUTIONS USA INC
6451,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2014,Air,Ethylene glycol,18.8102,UNIVAR SOLUTIONS USA INC
6452,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2015,Air,Methanol,1460.0,UNIVAR SOLUTIONS USA INC
6453,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2015,Air,Ethylene glycol,57.0,UNIVAR SOLUTIONS USA INC
6454,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2016,Air,Methanol,579.0,UNIVAR SOLUTIONS USA INC
6455,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2016,Air,Naphthalene,259.0,UNIVAR SOLUTIONS USA INC
6456,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2016,Air,Ethylene glycol,28.0,UNIVAR SOLUTIONS USA INC
6457,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2017,Air,Methanol,654.0,UNIVAR SOLUTIONS USA INC
6458,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2017,Air,Ethylene glycol,16.0,UNIVAR SOLUTIONS USA INC
6459,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2018,Air,Methanol,671.0,UNIVAR SOLUTIONS USA INC
6460,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2018,Air,Ethylene glycol,68.0,UNIVAR SOLUTIONS USA INC
6461,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2019,Air,Methanol,581.0,UNIVAR SOLUTIONS USA INC
6462,UNIVAR SOLUTIONS ANCHORAGE - 99515VNWTR590E1,2019,Air,Ethylene glycol,33.56,UNIVAR SOLUTIONS USA INC
6463,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,"Hexane, n-",1000.0,TESORO CORP
6464,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Toluene,1000.0,TESORO CORP
6465,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Benzene,755.0,TESORO CORP
6466,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Cyclohexane,500.0,TESORO CORP
6467,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Ethylbenzene,500.0,TESORO CORP
6468,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,"Trimethylbenzene, 1,2,4-",500.0,TESORO CORP
6469,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Xylene (mixed isomers),500.0,TESORO CORP
6470,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Naphthalene,10.0,TESORO CORP
6471,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,"Benzo(g,h,i)perylene",0.0,TESORO CORP
6472,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Lead and lead compounds,0.0,TESORO CORP
6473,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Mercury and mercury compounds,0.0,TESORO CORP
6474,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2007,Air,Polycyclic aromatic compounds,0.0,TESORO CORP
6491,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,Toluene,630.0,TESORO CORP
6492,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,Xylene (mixed isomers),480.0,TESORO CORP
6493,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,Benzene,293.0,TESORO CORP
6494,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,"Hexane, n-",171.0,TESORO CORP
6495,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,Ethylbenzene,97.0,TESORO CORP
6496,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,"Trimethylbenzene, 1,2,4-",87.0,TESORO CORP
6497,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,Cyclohexane,62.0,TESORO CORP
6498,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,Naphthalene,4.2,TESORO CORP
6499,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,"Benzo(g,h,i)perylene",0.0,TESORO CORP
6500,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,Lead and lead compounds,0.0,TESORO CORP
6501,TESORO LOGISTICS GP LLC-NIKISKI TERMINAL - 99611TSRLSMILE1,2008,Air,Mercury and mercury compounds,0.0,TESORO CORP
